timesteps,wall_min,level,episodes_at_level,success_rate,fail_rate,top_failure,final_abs_heading_err,ep_rew_mean
876544,14.523522265752156,H5,259,0.45,0,,0.2791303064737506,295.7972412109375
880640,14.593416090806326,H5,262,0.48,0,,0.2606186426369566,295.6629333496094
884736,14.662769655386606,H5,265,0.5,0,,0.25077659854860707,295.204345703125
888832,14.73135926326116,H5,268,0.52,0,,0.24670883635462168,294.7118835449219
892928,14.800345305601756,H5,271,0.53,0,,0.23835403724789864,294.2455139160156
897024,14.86811931927999,H5,273,0.55,0,,0.23505516129860296,294.47052001953125
901120,14.937574648857117,H5,276,0.58,0,,0.22684016845618807,294.4891357421875
905216,15.007993920644124,H5,279,0.61,0,,0.21855313729276774,294.7812194824219
909312,15.0810240427653,H5,282,0.61,0,,0.21023695171641016,294.00103759765625
913408,15.152192767461141,H5,285,0.63,0,,0.1966494446754762,293.78985595703125
917504,15.219688324133555,H5,287,0.64,0,,0.19110752975657228,293.59649658203125
921600,15.29118545850118,H5,290,0.67,0,,0.17916448966065096,293.7867126464844
925696,15.37180635134379,H5,293,0.7,0,,0.1694386679208368,293.9888000488281
929792,15.447002828121185,H5,296,0.72,0,,0.16273722792538692,293.8213806152344
933888,15.521226064364116,H5,299,0.74,0,,0.15884917131211324,293.5052795410156
937984,15.588427662849426,H5,301,0.75,0,,0.15321222499157372,293.3558349609375
942080,15.667065795262655,H5,304,0.77,0,,0.15152382099785902,293.7435302734375
946176,15.759515996774038,H5,307,0.79,0,,0.1415684418170885,293.884033203125
950272,15.826749885082245,H6,1,1.0,0,,0.11815868649504324,294.1221008300781
954368,15.92843583424886,H6,4,1.0,0,,0.08470536459578426,294.1080322265625
958464,16.01441732645035,H6,7,1.0,0,,0.12230839712598447,294.751220703125
962560,16.081783254941303,H6,9,1.0,0,,0.10346132536715855,294.92877197265625
966656,16.148388246695202,H6,12,1.0,0,,0.11750191200157752,295.19659423828125
970752,16.213396978378295,H6,14,1.0,0,,0.12463509517242574,295.2392883300781
974848,16.280829866727192,H6,17,1.0,0,,0.12550737407985957,295.6623840332031
978944,16.347161507606508,H6,19,1.0,0,,0.13600354434567102,295.3227844238281
983040,16.415184621016184,H6,22,1.0,0,,0.1325110302701747,295.83587646484375
987136,16.4814493338267,H6,25,1.0,0,,0.13897744382717206,296.126708984375
991232,16.548972634474435,H6,27,1.0,0,,0.14197253617832745,296.249755859375
995328,16.617788676420847,H6,30,1.0,0,,0.1554322841404447,296.64990234375
999424,16.68495244582494,H6,32,1.0,0,,0.1593344020804981,296.81121826171875
1003520,16.757074570655824,H6,35,1.0,0,,0.16049751681352648,296.97723388671875
1007616,16.842409388224283,H6,37,1.0,0,,0.16190403287595093,296.90301513671875
1011712,16.9291095217069,H6,40,1.0,0,,0.15550070797488208,296.86785888671875
1015808,17.01642186641693,H6,43,1.0,0,,0.15843290917536157,297.0041809082031
1019904,17.081032105286916,H6,45,1.0,0,,0.1635648209090773,296.9346618652344
1024000,17.152904625733694,H6,48,1.0,0,,0.16854823504534297,297.1177673339844
1028096,17.220407632986703,H6,50,1.0,0,,0.16607181053221268,297.5210876464844
1032192,17.303903698921204,H6,53,1.0,0,,0.1701751969445948,297.97381591796875
1036288,17.377457503477732,H6,55,1.0,0,,0.1733413753260502,298.3866271972656
1040384,17.451631395022073,H6,58,1.0,0,,0.17771143428867867,298.50128173828125
1044480,17.522708225250245,H6,61,1.0,0,,0.17821983629641003,298.8216552734375
1048576,17.593669847647348,H6,63,1.0,0,,0.17734923564555863,298.2645568847656
1052672,17.664243578910828,H6,65,1.0,0,,0.1784365599128109,297.90557861328125
1056768,17.733960636456807,H6,68,1.0,0,,0.1869291146825092,298.1839294433594
1060864,17.80325062672297,H6,71,1.0,0,,0.19218588702435654,297.9101867675781
1064960,17.86834425528844,H6,73,1.0,0,,0.1943386516226451,298.0274353027344
1069056,17.93369039694468,H6,76,1.0,0,,0.20232586902556135,297.77471923828125
1073152,17.997694460550942,H6,78,1.0,0,,0.20319616197682067,297.9375915527344
1077248,18.064463623364766,H6,81,1.0,0,,0.19859078985876566,297.63031005859375
1081344,18.13035794099172,H6,83,1.0,0,,0.19671472181220992,297.0936279296875
1085440,18.199675341447193,H6,86,1.0,0,,0.2047512669630629,296.8837890625
1089536,18.266663261254628,H6,89,1.0,0,,0.2224771584011468,296.969970703125
1093632,18.330180287361145,H6,91,1.0,0,,0.23874518301645836,297.0362243652344
1097728,18.395924258232117,H6,94,1.0,0,,0.2383053985854042,297.9080810546875
1101824,18.460042866071067,H6,96,1.0,0,,0.2407121610537932,297.9394226074219
1105920,18.524638724327087,H6,99,1.0,0,,0.254687584328107,297.5259094238281
1110016,18.59020785490672,V1,1,1.0,0,,0.09467518371759809,297.10479736328125
